datetime,forecast_demand_smooth,forecast_demand_simulated
2025-01-17 19:00:00,8503.189859086855,11178.638269341776
2025-01-17 20:00:00,8172.406183943006,11021.698380903976
2025-01-17 21:00:00,7843.89959599152,10613.504489345853
2025-01-17 22:00:00,7501.036113422907,9766.833715637924
2025-01-17 23:00:00,7125.916605136321,8852.7997473592
2025-01-18 00:00:00,6762.0603988813455,8484.348559907394
2025-01-18 01:00:00,6414.941215871408,8557.805003780744
2025-01-18 02:00:00,6232.216164298261,8910.763083822154
2025-01-18 03:00:00,6168.808027378656,9263.037143191741
2025-01-18 04:00:00,6257.228119677902,8922.421642063051
2025-01-18 05:00:00,6366.918981268731,8446.998032525828
2025-01-18 06:00:00,6296.621189987996,8075.31813280827
2025-01-18 07:00:00,6112.8170902081065,7620.281341653999
2025-01-18 08:00:00,5699.648177268403,7015.280588675376
2025-01-18 09:00:00,5332.82381033841,6571.9338941568585
2025-01-18 10:00:00,5167.706061739142,6707.458498022965
2025-01-18 11:00:00,5160.31078000697,6752.56195727401
2025-01-18 12:00:00,5321.873594919614,7605.60836850128
2025-01-18 13:00:00,5579.793819058109,7733.76447552321
2025-01-18 14:00:00,6123.94080213273,7525.227751403738
2025-01-18 15:00:00,6977.8316595253,7715.869396255164
2025-01-18 16:00:00,7902.513154384174,8025.577758895584
2025-01-18 17:00:00,8492.053639918951,8265.576063541803
2025-01-18 18:00:00,8642.471723411243,8947.039621223814
2025-01-18 19:00:00,8494.956936083578,9546.677306130294
2025-01-18 20:00:00,8164.493530537354,9773.548872370231
2025-01-18 21:00:00,7836.305006250025,9888.659847912786
2025-01-18 22:00:00,7493.7734882159,9630.481338789687
2025-01-18 23:00:00,7119.017175863968,9334.311585288446
2025-01-19 00:00:00,6755.513259261885,8783.986914576974
2025-01-19 01:00:00,6408.730161595614,8168.966838304605
2025-01-19 02:00:00,6226.182027254315,8174.935202848151
2025-01-19 03:00:00,6162.8352832378605,8357.744603113288
2025-01-19 04:00:00,6251.169766226698,8608.864343083365
2025-01-19 05:00:00,6360.754423966842,8548.407513314682
2025-01-19 06:00:00,6290.524696786082,8617.598404201812
2025-01-19 07:00:00,6106.898558937013,8740.238202821236
2025-01-19 08:00:00,5694.129682546231,8670.371284961559
2025-01-19 09:00:00,5327.660480817939,8040.318588253454
2025-01-19 10:00:00,5162.702602561225,7568.780086222934
2025-01-19 11:00:00,5155.314481824133,7239.4736164263595
2025-01-19 12:00:00,5316.720868687384,7804.6447868450305
2025-01-19 13:00:00,5574.391370283573,8368.763704230916
2025-01-19 14:00:00,6118.011501632731,8291.745243971185
2025-01-19 15:00:00,6971.075608421406,9228.75225539104
2025-01-19 16:00:00,7894.861812486895,10497.52510586639
2025-01-19 17:00:00,8483.831497560188,11039.943468917365
2025-01-19 18:00:00,8634.103943907949,11322.322183397644
2025-01-19 19:00:00,8486.731982684923,11635.618618029886
2025-01-19 20:00:00,8156.588536959537,11466.514180462269
2025-01-19 21:00:00,7828.7177694722495,11003.709228956732
2025-01-19 22:00:00,7486.517895462782,9667.298188432404
2025-01-19 23:00:00,7112.124427917867,8557.167680303415
2025-01-20 00:00:00,6748.972461018538,7644.06196227786
2025-01-20 01:00:00,6402.5251239599775,7620.23623963853
2025-01-20 02:00:00,6220.153735626811,8064.965677786202
2025-01-20 03:00:00,6156.868324994195,8340.621803033753
2025-01-20 04:00:00,6245.117281275078,8291.830318818653
2025-01-20 05:00:00,6354.595837604087,7644.968187274117
2025-01-20 06:00:00,6284.434108212473,6758.863236065918
2025-01-20 07:00:00,6100.985760092675,6481.812839931698
2025-01-20 08:00:00,5688.616533092791,6329.605410052202
2025-01-20 09:00:00,5322.502152732561,6076.911944292967
2025-01-20 10:00:00,5157.703989599973,5510.2800302461965
2025-01-20 11:00:00,5150.323022438441,5501.798223242183
2025-01-20 12:00:00,5311.573132915766,6065.661392429333
2025-01-20 13:00:00,5568.9941537682525,6871.976944088124
2025-01-20 14:00:00,6112.0879433956925,7380.867268678186
2025-01-20 15:00:00,6964.32609986386,7835.174218154211
2025-01-20 16:00:00,7887.21787949624,8602.922997179081
2025-01-20 17:00:00,8475.617315400448,9380.33156023845
